region,Resource,technology,cluster,Zone,Num_VRE_Bins,LDS,Min_Share,Max_Share,Existing_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,storage_cost_tonne,tonne_co2_captured_mwh,co2_cost_mwh,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,Retro3_Source,gen_is_variable,Retro3_Efficiency,old_Inv_Cost_per_MWyr,old_Inv_Cost_per_MWhyr,Can_Retire
NYUP,NYUP_onshore_wind_turbine_1,Onshore Wind Turbine,1,12,1,0,0,0,3389.0,47.0,3388.982,0,72.11,0,0.0,0.0,0.0,0.0,0,30300,0.0,0.0,0.0,0.0,9.01,0.367,0.182,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2422566875223967,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NYUP,NYUP_solar_photovoltaic_1,Solar Photovoltaic,1,12,1,0,0,0,1742.8,428.0,1742.816,0,4.07,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.2,0.0,0.105,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2173564884274753,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJMC,PJMC_onshore_wind_turbine_1,Onshore Wind Turbine,1,13,1,0,0,0,4488.8,34.0,4488.816,0,132.02,0,0.0,0.0,0.0,0.0,0,30300,0.0,0.0,0.0,0.0,8.98,0.367,0.178,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2627839367030965,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJMC,PJMC_solar_photovoltaic_1,Solar Photovoltaic,1,13,1,0,0,0,344.1,95.0,344.09,0,3.62,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.17,0.0,0.083,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2427064549180328,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJMD,PJMD_onshore_wind_turbine_1,Onshore Wind Turbine,1,14,1,0,0,0,208.0,1.0,208.0,0,208.0,0,0.0,0.0,0.0,0.0,0,30300,0.0,0.0,0.0,0.0,8.84,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.1924715733151184,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJMD,PJMD_solar_photovoltaic_1,Solar Photovoltaic,1,14,1,0,0,0,4753.6,176.0,4753.584,0,27.01,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.17,0.367,0.179,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2478220742258652,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJME,PJME_onshore_wind_turbine_1,Onshore Wind Turbine,1,15,1,0,0,0,1314.4,26.0,1314.404,0,50.55,0,0.0,0.0,0.0,0.0,0,30300,0.0,0.0,0.0,0.0,8.84,0.0,0.072,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2468179207761932,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJME,PJME_solar_photovoltaic_1,Solar Photovoltaic,1,15,1,0,0,0,2216.9,531.0,2216.925,0,4.18,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.06,0.367,0.183,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2144955272721871,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJMW,PJMW_onshore_wind_turbine_1,Onshore Wind Turbine,1,16,1,0,0,0,4454.0,75.0,4454.025,0,59.39,0,0.0,0.0,0.0,0.0,0,30300,0.0,0.0,0.0,0.0,8.96,0.367,0.176,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2336311837349298,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJMW,PJMW_solar_photovoltaic_1,Solar Photovoltaic,1,16,1,0,0,0,4143.6,132.0,4143.612,0,31.39,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.2,0.366,0.163,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2349154484775832,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RMRG,RMRG_onshore_wind_turbine_1,Onshore Wind Turbine,1,17,1,0,0,0,11502.6,77.0,11502.568,0,149.38,0,0.0,0.0,0.0,0.0,0,30300,0.0,0.0,0.0,0.0,9.06,0.367,0.169,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.3429288638293997,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RMRG,RMRG_solar_photovoltaic_1,Solar Photovoltaic,1,17,1,0,0,0,2310.4,145.0,2310.43,0,15.93,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.14,0.366,0.163,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2776740126021057,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPC,SPPC_onshore_wind_turbine_1,Onshore Wind Turbine,1,18,1,0,0,0,8379.7,52.0,8379.696,0,161.15,0,0.0,0.0,0.0,0.0,0,30300,0.0,0.0,0.0,0.0,9.0,0.367,0.178,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.3523124430783242,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPC,SPPC_solar_photovoltaic_1,Solar Photovoltaic,1,18,1,0,0,0,101.9,27.0,101.898,0,3.77,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.12,0.367,0.176,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2518800546448087,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPN,SPPN_onshore_wind_turbine_1,Onshore Wind Turbine,1,19,1,0,0,0,7510.5,79.0,7510.53,0,95.07,0,0.0,0.0,0.0,0.0,0,30300,0.0,0.0,0.0,0.0,9.07,0.367,0.182,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.3364818576771924,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPN,SPPN_solar_photovoltaic_1,Solar Photovoltaic,1,19,1,0,0,0,125.6,21.0,125.601,0,5.98,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.18,0.0,0.16,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2767479022220796,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPS,SPPS_onshore_wind_turbine_1,Onshore Wind Turbine,1,20,1,0,0,0,19174.2,126.0,19174.176,0,152.18,0,0.0,0.0,0.0,0.0,0,30300,0.0,0.0,0.0,0.0,9.02,0.367,0.174,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.3446840176463249,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPS,SPPS_solar_photovoltaic_1,Solar Photovoltaic,1,20,1,0,0,0,334.8,33.0,334.785,0,10.14,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,8.98,0.367,0.179,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2922461542826208,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRCA,SRCA_solar_photovoltaic_1,Solar Photovoltaic,1,21,1,0,0,0,7941.2,826.0,7941.164,0,9.61,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.09,0.367,0.184,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2345332764116575,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRCE,SRCE_onshore_wind_turbine_1,Onshore Wind Turbine,1,22,1,0,0,0,29.1,4.0,29.1,0,7.28,0,0.0,0.0,0.0,0.0,0,30300,0.0,0.0,0.0,0.0,8.84,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0994193533697632,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRCE,SRCE_solar_photovoltaic_1,Solar Photovoltaic,1,22,1,0,0,0,1937.2,49.0,1937.215,0,39.53,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.18,0.367,0.176,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.240790566910991,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRSE,SRSE_solar_photovoltaic_1,Solar Photovoltaic,1,23,1,0,0,0,7192.7,175.0,7192.675,0,41.1,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.14,0.366,0.163,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2224616347905282,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRSG,SRSG_onshore_wind_turbine_1,Onshore Wind Turbine,1,24,1,0,0,0,4607.1,27.0,4607.091,0,170.63,0,0.0,0.0,0.0,0.0,0,30300,0.0,0.0,0.0,0.0,9.0,0.367,0.176,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.3216894115795745,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRSG,SRSG_solar_photovoltaic_1,Solar Photovoltaic,1,24,1,0,0,0,7666.9,267.0,7666.905,0,28.72,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.06,0.367,0.176,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2889614536249139,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TRE,TRE_onshore_wind_turbine_1,Onshore Wind Turbine,1,25,1,0,0,0,12327.8,63.0,12327.777,0,195.68,0,0.0,0.0,0.0,0.0,0,30300,0.0,0.0,0.0,0.0,9.04,0.367,0.185,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2849821948998178,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TRE,TRE_solar_photovoltaic_1,Solar Photovoltaic,1,25,1,0,0,0,12506.6,122.0,12506.586,0,102.51,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.2,0.0,0.124,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2497247040072859,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TREW,TREW_onshore_wind_turbine_1,Onshore Wind Turbine,1,26,1,0,0,0,26085.7,142.0,26085.684,0,183.7,0,0.0,0.0,0.0,0.0,0,30300,0.0,0.0,0.0,0.0,8.98,0.367,0.167,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.3433986033640919,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TREW,TREW_solar_photovoltaic_1,Solar Photovoltaic,1,26,1,0,0,0,9871.6,56.0,9871.624,0,176.28,0,0.0,0.0,0.0,0.0,0,22528,0.0,0.0,0.0,0.0,9.17,0.0,0.147,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.293030651941593,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BASN,BASN_distributed_generation_1,distributed_generation,1,1,1,0,0,0,1193.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.270758904109589,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CANO,CANO_distributed_generation_1,distributed_generation,1,2,1,0,0,0,4470.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2637183789954338,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CASO,CASO_distributed_generation_1,distributed_generation,1,3,1,0,0,0,6944.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2637183789954337,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FRCC,FRCC_distributed_generation_1,distributed_generation,1,4,1,0,0,0,2945.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.2272197488584474,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ISNE,ISNE_distributed_generation_1,distributed_generation,1,5,1,0,0,0,4179.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.1876195205479451,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MISC,MISC_distributed_generation_1,distributed_generation,1,6,1,0,0,0,745.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.19752100456621,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MISE,MISE_distributed_generation_1,distributed_generation,1,7,1,0,0,0,642.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.1435155251141552,0,0,0,0,0,0,0,0,0,1,0,0,0,0
