region,Resource,technology,cluster,Zone,Model,LDS,Min_Share,Max_Share,Existing_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,storage_cost_tonne,tonne_co2_captured_mwh,co2_cost_mwh,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,Retro3_Source,gen_is_variable,Retro3_Efficiency,old_Inv_Cost_per_MWyr,old_Inv_Cost_per_MWhyr,Can_Retire
CANO,CANO_petroleum_liquids_1,Petroleum Liquids,1,2,1,0,0,0,177.3,82.0,177.284,0,2.16,0,0.0,0.0,0.0,0.0,0,24000,0.0,7.72,38.0,0.0,11.65,4.66,2.539,pacific_distillate,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASO,CASO_conventional_steam_coal_1,Conventional Steam Coal,1,3,1,0,0,0,0.0,1.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,78022,0.0,1.88,124.0,16.5,10.84,0.0,0.0,pacific_coal,0.0,0.095,0.19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24,24,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASO,CASO_geothermal_1,Geothermal,1,3,1,0,0,0,23.6,1.0,44.4,0,23.65,0,0.0,0.0,0.0,0.0,0,209101,0.0,0.0,0.0,0.0,9.21,0.0,0.087,None,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASO,CASO_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,1,3,1,0,0,0,2104.9,28.0,2104.9,0,75.18,0,0.0,0.0,0.0,0.0,0,16492,0.0,4.55,92.0,2.0,9.66,4.533,2.587,pacific_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASO,CASO_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,2,3,1,0,0,0,7481.6,18.0,7481.592,0,415.64,0,0.0,0.0,0.0,0.0,0,10164,0.0,3.6,92.0,2.0,7.42,1.049,0.974,pacific_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASO,CASO_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,1,3,1,0,0,0,1872.1,99.0,1872.09,0,18.91,0,0.0,0.0,0.0,0.0,0,13412,0.0,6.8,119.0,3.5,10.86,2.347,1.964,pacific_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASO,CASO_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,2,3,1,0,0,0,4573.4,57.0,4573.395,0,80.24,0,0.0,0.0,0.0,0.0,0,9634,0.0,6.8,119.0,3.5,10.41,2.236,1.93,pacific_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASO,CASO_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,1,3,1,0,0,0,50.2,28.0,50.204,0,1.79,0,0.0,0.0,0.0,0.0,0,24000,0.0,5.72,38.0,0.0,8.63,1.033,1.179,pacific_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASO,CASO_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,1,3,1,0,0,0,1.5,1.0,1.5,0,1.5,0,0.0,0.0,0.0,0.0,0,51303,0.0,1.06,87.0,13.7,9.21,3.363,2.509,pacific_naturalgas,0.0,0.63,1.26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASO,CASO_petroleum_liquids_1,Petroleum Liquids,1,3,1,0,0,0,14.1,31.0,14.105,0,0.46,0,0.0,0.0,0.0,0.0,0,24000,0.0,7.54,38.0,0.0,11.38,8.736,4.164,pacific_distillate,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRCC,FRCC_conventional_steam_coal_1,Conventional Steam Coal,1,4,1,0,0,0,3135.0,6.0,3135.0,0,522.5,0,0.0,0.0,0.0,0.0,0,61430,0.0,1.88,124.0,16.5,10.27,0.781,0.439,south_atlantic_coal,0.0,0.095,0.19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24,24,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRCC,FRCC_conventional_steam_coal_2,Conventional Steam Coal,2,4,1,0,0,0,442.0,1.0,442.0,0,442.0,0,0.0,0.0,0.0,0.0,0,75717,0.0,1.88,124.0,16.5,17.54,0.0,0.0,south_atlantic_coal,0.0,0.095,0.19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24,24,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRCC,FRCC_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,1,4,1,0,0,0,31114.2,42.0,31114.188,0,740.81,0,0.0,0.0,0.0,0.0,0,12025,0.0,3.56,92.0,2.0,7.1,0.655,0.434,south_atlantic_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRCC,FRCC_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,2,4,1,0,0,0,2698.7,13.0,2698.696,0,207.59,0,0.0,0.0,0.0,0.0,0,16492,0.0,4.55,92.0,2.0,7.94,1.222,2.111,south_atlantic_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRCC,FRCC_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,1,4,1,0,0,0,7864.4,52.0,7864.376,0,151.24,0,0.0,0.0,0.0,0.0,0,9265,0.0,6.8,119.0,3.5,10.96,1.204,1.068,south_atlantic_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRCC,FRCC_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,2,4,1,0,0,0,1068.9,25.0,1068.9,0,42.76,0,0.0,0.0,0.0,0.0,0,11594,0.0,6.8,119.0,3.5,13.9,4.684,2.789,south_atlantic_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRCC,FRCC_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,1,4,1,0,0,0,250.9,19.0,250.895,0,13.2,0,0.0,0.0,0.0,0.0,0,24000,0.0,5.53,38.0,0.0,8.35,0.386,0.36,south_atlantic_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRCC,FRCC_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,1,4,1,0,0,0,746.0,2.0,746.0,0,373.0,0,0.0,0.0,0.0,0.0,0,34381,0.0,1.06,87.0,13.7,13.08,3.008,3.654,south_atlantic_naturalgas,0.0,0.63,1.26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRCC,FRCC_nuclear_1,Nuclear,1,4,1,0,0,0,3737.0,4.0,3737.0,0,934.25,0,0.0,0.0,0.0,0.0,0,193275,0.0,2.47,248.0,0.0,10.45,0.0,0.0,south_atlantic_uranium,0.0,0.041666667,0.083333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24,24,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRCC,FRCC_petroleum_liquids_1,Petroleum Liquids,1,4,1,0,0,0,455.6,42.0,455.616,0,10.85,0,0.0,0.0,0.0,0.0,0,24000,0.0,8.37,38.0,0.0,12.63,2.549,2.071,south_atlantic_distillate,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISNE,ISNE_conventional_steam_coal_1,Conventional Steam Coal,1,5,1,0,0,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,66143,0.0,1.88,124.0,16.5,9.21,0.0,0.0,new_england_coal,0.0,0.095,0.19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24,24,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISNE,ISNE_conventional_steam_coal_2,Conventional Steam Coal,2,5,1,0,0,0,330.0,1.0,330.0,0,330.0,0,0.0,0.0,0.0,0.0,0,77979,0.0,1.88,124.0,16.5,12.5,0.039,0.055,new_england_coal,0.0,0.095,0.19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24,24,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISNE,ISNE_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,1,5,1,0,0,0,3370.8,24.0,3370.8,0,140.45,0,0.0,0.0,0.0,0.0,0,16492,0.0,4.55,92.0,2.0,8.8,2.162,2.459,new_england_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISNE,ISNE_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,2,5,1,0,0,0,10513.3,23.0,10513.3,0,457.1,0,0.0,0.0,0.0,0.0,0,9787,0.0,3.61,92.0,2.0,7.46,0.477,0.465,new_england_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISNE,ISNE_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,1,5,1,0,0,0,1338.4,29.0,1338.408,0,46.15,0,0.0,0.0,0.0,0.0,0,10366,0.0,6.8,119.0,3.5,9.86,0.382,0.568,new_england_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISNE,ISNE_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,2,5,1,0,0,0,437.8,16.0,437.792,0,27.36,0,0.0,0.0,0.0,0.0,0,12374,0.0,6.8,119.0,3.5,12.23,0.0,0.217,new_england_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISNE,ISNE_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,1,5,1,0,0,0,63.6,32.0,63.616,0,1.99,0,0.0,0.0,0.0,0.0,0,24000,0.0,5.86,38.0,0.0,8.85,1.914,1.453,new_england_naturalgas,0.0,0.106666667,0.213333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISNE,ISNE_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,1,5,1,0,0,0,41.9,9.0,41.904,0,4.66,0,0.0,0.0,0.0,0.0,0,51303,0.0,1.06,87.0,13.7,10.91,3.363,2.958,new_england_naturalgas,0.0,0.63,1.26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISNE,ISNE_nuclear_1,Nuclear,1,5,1,0,0,0,3355.5,3.0,3355.5,0,1118.5,0,0.0,0.0,0.0,0.0,0,223817,0.0,2.47,248.0,0.0,10.45,0.0,0.0,new_england_uranium,0.0,0.041666667,0.083333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24,24,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISNE,ISNE_petroleum_liquids_1,Petroleum Liquids,1,5,1,0,0,0,1043.7,92.0,1043.74,0,11.34,0,0.0,0.0,0.0,0.0,0,24000,0.0,8.36,38.0,0.0,12.61,4.952,4.217,new_england_distillate,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISC,MISC_conventional_steam_coal_1,Conventional Steam Coal,1,6,1,0,0,0,2409.0,8.0,2409.0,0,301.12,0,0.0,0.0,0.0,0.0,0,74481,0.0,1.88,124.0,16.5,14.07,1.045,4.334,east_north_central_coal,0.0,0.095,0.19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24,24,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISC,MISC_conventional_steam_coal_2,Conventional Steam Coal,2,6,1,0,0,0,13084.2,32.0,13084.192,0,408.88,0,0.0,0.0,0.0,0.0,0,61839,0.0,1.88,124.0,16.5,10.33,1.193,0.895,east_north_central_coal,0.0,0.095,0.19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24,24,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
