,{true;false},,,{true;false},{true;false},MW,units,MW,{empty;==;>=},{true;false},MWh/year,units,MWh,h,{true;false},kEUR/MWh/year,kEUR/MWh/year,MWh,{true;false},{missing;binary;relaxed_binary},MWh,MWh,{true;false},{missing;basic},kEUR/h/unit_on,{true;false},[p.u.],{true;false},[p.u.],[p.u.]
UK_Battery,true,2030,2030,false,false,,1,0,,false,9059,1,,3,false,0,5,,false,relaxed_binary,,,false,,,false,,false,,
UK_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,2744,1,13200,0,false,0,5,,false,,,,false,,,false,,false,,
UK_Gas,true,2030,2030,true,true,47524.8,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.101,false,0.3,false,0.7,0.7
UK_OCGT,true,2030,2030,true,true,1960.8,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.088,false,0.25,false,0.75,0.75
IE_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IE_E_Demand,true,2030,2030,false,false,,0,6280,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IE_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IE_Wind_Onshore,true,2030,2030,true,true,11600,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IE_Wind_Offshore,true,2030,2030,true,true,14000,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IE_Solar,true,2030,2030,true,true,2400,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IE_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IE_Battery,true,2030,2030,false,false,,1,0,,false,450,1,,3,false,0,5,,false,relaxed_binary,,,false,,,false,,false,,
IE_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,292,1,850,0,false,0,5,,false,,,,false,,,false,,false,,
IE_Gas,true,2030,2030,true,true,9861.6,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.101,false,0.3,false,0.7,0.7
IE_OCGT,true,2030,2030,true,true,1070.4,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.088,false,0.25,false,0.75,0.75
CH_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CH_E_Demand,true,2030,2030,false,false,,0,10383,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CH_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CH_Wind_Onshore,true,2030,2030,true,true,600,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CH_Solar,true,2030,2030,true,true,39200,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CH_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CH_Nuclear,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CH_Battery,true,2030,2030,false,false,,1,0,,false,656,1,,3,false,0,5,,false,,,,false,relaxed_binary,,false,,false,,
CH_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,2170,1,35000,0,false,0,5,,false,,,,false,,,false,,false,,
CH_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,10732,1,4400000,0,false,0,5,,false,,,,false,,,false,,false,,
AT_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
AT_E_Demand,true,2030,2030,false,false,,0,13428,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
AT_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
AT_Wind_Onshore,true,2030,2030,true,true,18000,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
AT_Solar,true,2030,2030,true,true,48000,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
AT_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
AT_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,2489,1,378500,0,false,0,5,,false,,,,false,,,false,,false,,
AT_Battery,true,2030,2030,false,false,,1,0,,false,2469,1,,3,false,0,5,,false,relaxed_binary,,,false,,,false,,false,,
AT_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,300,1,900,0,false,0,5,,false,,,,false,,,false,,false,,
AT_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,5793,1,866300,0,false,0,5,,false,,,,false,,,false,,false,,
AT_Gas,true,2030,2030,true,true,7509.6,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.101,false,0.3,false,0.7,0.7
LU_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
LU_E_Demand,true,2030,2030,false,false,,0,1272,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
LU_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
LU_Wind_Onshore,true,2030,2030,true,true,800,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
LU_Solar,true,2030,2030,true,true,2432,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
LU_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
LU_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,1310,1,2500,0,false,0,5,,false,,,,false,,,false,,false,,
CZ_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CZ_E_Demand,true,2030,2030,false,false,,0,11417,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CZ_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CZ_Wind_Onshore,true,2030,2030,true,true,1484,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CZ_Solar,true,2030,2030,true,true,32636,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CZ_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CZ_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,698,1,1250,0,false,0,5,,false,,,,false,,,false,,false,,
CZ_Nuclear,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
CZ_Battery,true,2030,2030,false,false,,1,0,,false,1220,1,,3,false,0,5,,false,relaxed_binary,,,false,,,false,,false,,
CZ_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,688,1,1850,0,false,0,5,,false,,,,false,,,false,,false,,
CZ_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,470,1,1150,0,false,0,5,,false,,,,false,,,false,,false,,
CZ_Coal,true,2030,2030,true,true,6840,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.25,false,0.4,false,0.5,0.5
CZ_Gas,true,2030,2030,true,true,9686.4,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.101,false,0.3,false,0.7,0.7
PL_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PL_E_Demand,true,2030,2030,false,false,,0,27889,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PL_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PL_Wind_Onshore,true,2030,2030,true,true,17326,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PL_Wind_Offshore,true,2030,2030,true,true,23600,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PL_Solar,true,2030,2030,true,true,20456,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PL_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PL_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,272,1,400,0,false,0,5,,false,,,,false,,,false,,false,,
PL_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,1323,1,3150,0,false,0,5,,false,,,,false,,,false,,false,,
PL_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,216,1,750,0,false,0,5,,false,,,,false,,,false,,false,,
PL_Coal,true,2030,2030,true,true,45734.4,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.25,false,0.4,false,0.5,0.5
PL_Gas,true,2030,2030,true,true,11253.6,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.101,false,0.3,false,0.7,0.7
SE_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SE_E_Demand,true,2030,2030,false,false,,0,24623,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SE_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SE_Wind_Onshore,true,2030,2030,true,true,33802,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SE_Wind_Offshore,true,2030,2030,true,true,20000,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SE_Solar,true,2030,2030,true,true,29356,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SE_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,16447,1,15965663,0,false,0,5,,false,,,,false,,,false,,false,,
SE_Nuclear,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SE_Battery,true,2030,2030,false,false,,1,0,,false,543,1,,3,false,0,5,,false,relaxed_binary,,,false,,,false,,false,,
SE_Gas,true,2030,2030,true,true,266.4,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.101,false,0.3,false,0.7,0.7
SE_OCGT,true,2030,2030,true,true,266.4,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.088,false,0.25,false,0.75,0.75
NO_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
NO_E_Demand,true,2030,2030,false,false,,0,27028,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
NO_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
NO_Wind_Onshore,true,2030,2030,true,true,12120,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
NO_Wind_Offshore,true,2030,2030,true,true,800,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
NO_Solar,true,2030,2030,true,true,2400,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
NO_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,38048,1,44788700,0,false,0,5,,false,,,,false,,,false,,false,,
ES_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
ES_E_Demand,true,2030,2030,false,false,,0,44844,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
ES_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
ES_Wind_Onshore,true,2030,2030,true,true,96700,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
ES_Wind_Offshore,true,2030,2030,true,true,800,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
ES_Solar,true,2030,2030,true,true,182816,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
ES_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
ES_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,10972,1,5824250,0,false,0,5,,false,,,,false,,,false,,false,,
ES_Nuclear,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
ES_Battery,true,2030,2030,false,false,,1,0,,false,2500,1,,3,false,0,5,,false,relaxed_binary,,,false,,,false,,false,,
ES_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,6866,1,49500,0,false,0,5,,false,,,,false,,,false,,false,,
ES_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,2683,1,2980950,0,false,0,5,,false,,,,false,,,false,,false,,
ES_Gas,true,2030,2030,true,true,58797.6,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.101,false,0.3,false,0.7,0.7
PT_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PT_E_Demand,true,2030,2030,false,false,,0,9030,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PT_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PT_Wind_Onshore,true,2030,2030,true,true,17802,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PT_Wind_Offshore,true,2030,2030,true,true,1040,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PT_Solar,true,2030,2030,true,true,31044,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PT_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
PT_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,3766,1,644800,0,false,0,5,,false,,,,false,,,false,,false,,
PT_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,3832,1,1008950,0,false,0,5,,false,,,,false,,,false,,false,,
PT_Gas,true,2030,2030,true,true,6813.6,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.101,false,0.3,false,0.7,0.7
IT_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IT_E_Demand,true,2030,2030,false,false,,0,62099,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IT_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IT_Wind_Onshore,true,2030,2030,true,true,36800,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IT_Wind_Offshore,true,2030,2030,true,true,3600,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IT_Solar,true,2030,2030,true,true,208000,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IT_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
IT_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,9576,1,2783925,0,false,0,5,,false,,,,false,,,false,,false,,
IT_Battery,true,2030,2030,false,false,,1,0,,false,1500,1,,3,false,0,5,,false,relaxed_binary,,,false,,,false,,false,,
IT_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,6200,1,31500,0,false,0,5,,false,,,,false,,,false,,false,,
IT_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,3254,1,144495,0,false,0,5,,false,,,,false,,,false,,false,,
IT_Gas,true,2030,2030,true,true,97120.8,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.101,false,0.3,false,0.7,0.7
IT_OCGT,true,2030,2030,true,true,8229.6,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.088,false,0.25,false,0.75,0.75
MT_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
MT_E_Demand,true,2030,2030,false,false,,0,552,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
MT_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
MT_Solar,true,2030,2030,true,true,1064,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
MT_Gas,true,2030,2030,true,true,1166.4,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.101,false,0.3,false,0.7,0.7
SI_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SI_E_Demand,true,2030,2030,false,false,,0,2448,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SI_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SI_Wind_Onshore,true,2030,2030,true,true,300,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SI_Solar,true,2030,2030,true,true,7464,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SI_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SI_Nuclear,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
SI_Battery,true,2030,2030,false,false,,1,0,,false,65,1,,3,false,0,5,,false,relaxed_binary,,,false,,,false,,false,,
SI_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,180,1,1300,0,false,0,5,,false,,,,false,,,false,,false,,
SI_Coal,true,2030,2030,true,true,1401.6,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.25,false,0.4,false,0.5,0.5
SI_Gas,true,2030,2030,true,true,1068,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.101,false,0.3,false,0.7,0.7
SI_OCGT,true,2030,2030,true,true,794.4,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,basic,0.088,false,0.25,false,0.75,0.75
HU_E_Balance,true,2030,2030,false,false,,0,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
HU_E_Demand,true,2030,2030,false,false,,0,10349,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
HU_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
HU_Wind_Onshore,true,2030,2030,true,true,652,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
HU_Solar,true,2030,2030,true,true,25816,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
HU_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,0,0,false,0,5,,false,,,,false,,,false,,false,,
