region,Resource,technology,cluster,Zone,Num_VRE_Bins,LDS,Min_Share,Max_Share,Existing_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,storage_cost_tonne,tonne_co2_captured_mwh,co2_cost_mwh,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,Retro3_Source,gen_is_variable,Retro3_Efficiency,old_Inv_Cost_per_MWyr,old_Inv_Cost_per_MWhyr,Can_Retire
PJME,PJME_onshore_wind_turbine_1,Onshore Wind Turbine,1,15,1,0,0,0,1314.4,26,1314.404,0,50.55,0,0,0,0,0,0,30300,0,0,0,0,8.84,0,0.072,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246817921,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJME,PJME_solar_photovoltaic_1,Solar Photovoltaic,1,15,1,0,0,0,2216.9,531,2216.925,0,4.18,0,0,0,0,0,0,22528,0,0,0,0,9.06,0.367,0.183,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214495527,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJMW,PJMW_onshore_wind_turbine_1,Onshore Wind Turbine,1,16,1,0,0,0,4454,75,4454.025,0,59.39,0,0,0,0,0,0,30300,0,0,0,0,8.96,0.367,0.176,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233631184,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJMW,PJMW_solar_photovoltaic_1,Solar Photovoltaic,1,16,1,0,0,0,4143.6,132,4143.612,0,31.39,0,0,0,0,0,0,22528,0,0,0,0,9.2,0.366,0.163,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234915448,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RMRG,RMRG_onshore_wind_turbine_1,Onshore Wind Turbine,1,17,1,0,0,0,11502.6,77,11502.568,0,149.38,0,0,0,0,0,0,30300,0,0,0,0,9.06,0.367,0.169,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342928864,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RMRG,RMRG_solar_photovoltaic_1,Solar Photovoltaic,1,17,1,0,0,0,2310.4,145,2310.43,0,15.93,0,0,0,0,0,0,22528,0,0,0,0,9.14,0.366,0.163,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277674013,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPC,SPPC_onshore_wind_turbine_1,Onshore Wind Turbine,1,18,1,0,0,0,8379.7,52,8379.696,0,161.15,0,0,0,0,0,0,30300,0,0,0,0,9,0.367,0.178,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352312443,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPC,SPPC_solar_photovoltaic_1,Solar Photovoltaic,1,18,1,0,0,0,101.9,27,101.898,0,3.77,0,0,0,0,0,0,22528,0,0,0,0,9.12,0.367,0.176,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251880055,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPN,SPPN_onshore_wind_turbine_1,Onshore Wind Turbine,1,19,1,0,0,0,7510.5,79,7510.53,0,95.07,0,0,0,0,0,0,30300,0,0,0,0,9.07,0.367,0.182,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336481858,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPN,SPPN_solar_photovoltaic_1,Solar Photovoltaic,1,19,1,0,0,0,125.6,21,125.601,0,5.98,0,0,0,0,0,0,22528,0,0,0,0,9.18,0,0.16,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276747902,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPS,SPPS_onshore_wind_turbine_1,Onshore Wind Turbine,1,20,1,0,0,0,19174.2,126,19174.176,0,152.18,0,0,0,0,0,0,30300,0,0,0,0,9.02,0.367,0.174,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344684018,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPS,SPPS_solar_photovoltaic_1,Solar Photovoltaic,1,20,1,0,0,0,334.8,33,334.785,0,10.14,0,0,0,0,0,0,22528,0,0,0,0,8.98,0.367,0.179,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292246154,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRCA,SRCA_solar_photovoltaic_1,Solar Photovoltaic,1,21,1,0,0,0,7941.2,826,7941.164,0,9.61,0,0,0,0,0,0,22528,0,0,0,0,9.09,0.367,0.184,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234533276,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRCE,SRCE_onshore_wind_turbine_1,Onshore Wind Turbine,1,22,1,0,0,0,29.1,4,29.1,0,7.28,0,0,0,0,0,0,30300,0,0,0,0,8.84,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099419353,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRCE,SRCE_solar_photovoltaic_1,Solar Photovoltaic,1,22,1,0,0,0,1937.2,49,1937.215,0,39.53,0,0,0,0,0,0,22528,0,0,0,0,9.18,0.367,0.176,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240790567,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRSE,SRSE_solar_photovoltaic_1,Solar Photovoltaic,1,23,1,0,0,0,7192.7,175,7192.675,0,41.1,0,0,0,0,0,0,22528,0,0,0,0,9.14,0.366,0.163,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222461635,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRSG,SRSG_onshore_wind_turbine_1,Onshore Wind Turbine,1,24,1,0,0,0,4607.1,27,4607.091,0,170.63,0,0,0,0,0,0,30300,0,0,0,0,9,0.367,0.176,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321689412,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRSG,SRSG_solar_photovoltaic_1,Solar Photovoltaic,1,24,1,0,0,0,7666.9,267,7666.905,0,28.72,0,0,0,0,0,0,22528,0,0,0,0,9.06,0.367,0.176,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288961454,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TRE,TRE_onshore_wind_turbine_1,Onshore Wind Turbine,1,25,1,0,0,0,12327.8,63,12327.777,0,195.68,0,0,0,0,0,0,30300,0,0,0,0,9.04,0.367,0.185,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284982195,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TRE,TRE_solar_photovoltaic_1,Solar Photovoltaic,1,25,1,0,0,0,12506.6,122,12506.586,0,102.51,0,0,0,0,0,0,22528,0,0,0,0,9.2,0,0.124,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249724704,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TREW,TREW_onshore_wind_turbine_1,Onshore Wind Turbine,1,26,1,0,0,0,26085.7,142,26085.684,0,183.7,0,0,0,0,0,0,30300,0,0,0,0,8.98,0.367,0.167,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343398603,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TREW,TREW_solar_photovoltaic_1,Solar Photovoltaic,1,26,1,0,0,0,9871.6,56,9871.624,0,176.28,0,0,0,0,0,0,22528,0,0,0,0,9.17,0,0.147,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293030652,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BASN,BASN_distributed_generation_1,distributed_generation,1,1,1,0,0,0,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270758904,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CANO,CANO_distributed_generation_1,distributed_generation,1,2,1,0,0,0,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263718379,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CASO,CASO_distributed_generation_1,distributed_generation,1,3,1,0,0,0,6944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263718379,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FRCC,FRCC_distributed_generation_1,distributed_generation,1,4,1,0,0,0,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227219749,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ISNE,ISNE_distributed_generation_1,distributed_generation,1,5,1,0,0,0,4179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187619521,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MISC,MISC_distributed_generation_1,distributed_generation,1,6,1,0,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197521005,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MISE,MISE_distributed_generation_1,distributed_generation,1,7,1,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143515525,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MISS,MISS_distributed_generation_1,distributed_generation,1,8,1,0,0,0,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218475114,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MISW,MISW_distributed_generation_1,distributed_generation,1,9,1,0,0,0,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182333447,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NWPP,NWPP_distributed_generation_1,distributed_generation,1,10,1,0,0,0,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206827397,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NYCW,NYCW_distributed_generation_1,distributed_generation,1,11,1,0,0,0,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189045434,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NYUP,NYUP_distributed_generation_1,distributed_generation,1,12,1,0,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189041895,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJMC,PJMC_distributed_generation_1,distributed_generation,1,13,1,0,0,0,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173990068,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJMD,PJMD_distributed_generation_1,distributed_generation,1,14,1,0,0,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190351256,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJME,PJME_distributed_generation_1,distributed_generation,1,15,1,0,0,0,6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190917922,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PJMW,PJMW_distributed_generation_1,distributed_generation,1,16,1,0,0,0,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190048288,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RMRG,RMRG_distributed_generation_1,distributed_generation,1,17,1,0,0,0,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230467922,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPC,SPPC_distributed_generation_1,distributed_generation,1,18,1,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221486758,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPN,SPPN_distributed_generation_1,distributed_generation,1,19,1,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18717226,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPS,SPPS_distributed_generation_1,distributed_generation,1,20,1,0,0,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231063242,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRCA,SRCA_distributed_generation_1,distributed_generation,1,21,1,0,0,0,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210983219,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRCE,SRCE_distributed_generation_1,distributed_generation,1,22,1,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20557911,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRSE,SRSE_distributed_generation_1,distributed_generation,1,23,1,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250826484,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRSG,SRSG_distributed_generation_1,distributed_generation,1,24,1,0,0,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280258105,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TRE,TRE_distributed_generation_1,distributed_generation,1,25,1,0,0,0,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247834932,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TREW,TREW_distributed_generation_1,distributed_generation,1,26,1,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247904452,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,LandbasedWind_Class3_Moderate_,0_anyQual_0,1,1,0,0,0,0,0,0,1,1,0,8527.2,0,0,1.20E+06,102051,27364,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21616.785,422664.688,0.955,0.401181251,0,0,0,0,0,0,0,0,0,1,0,96193,0,1
